Year,Gebietseinheit,sex,GeoCode,Value
1981,Holzminden,maennlich,K03255,1796
1981,Holzminden,weiblich,K03255,1257
1982,Holzminden,,K03255,3081
1982,Holzminden,maennlich,K03255,1803
1982,Holzminden,weiblich,K03255,1278
1983,Holzminden,,K03255,2979
1983,Holzminden,maennlich,K03255,1701
1983,Holzminden,weiblich,K03255,1278
1984,Holzminden,,K03255,2614
1984,Holzminden,maennlich,K03255,1479
1984,Holzminden,weiblich,K03255,1135
1985,Holzminden,,K03255,2505
1985,Holzminden,maennlich,K03255,1416
1985,Holzminden,weiblich,K03255,1089
1986,Holzminden,,K03255,2704
1986,Holzminden,maennlich,K03255,1539
1986,Holzminden,weiblich,K03255,1165
1987,Holzminden,,K03255,2725
1987,Holzminden,maennlich,K03255,1551
1987,Holzminden,weiblich,K03255,1174
1990,Holzminden,,K03255,3360
1990,Holzminden,maennlich,K03255,1832
1990,Holzminden,weiblich,K03255,1528
1991,Holzminden,,K03255,3843
1991,Holzminden,maennlich,K03255,2136
1991,Holzminden,weiblich,K03255,1707
1992,Holzminden,,K03255,4316
1992,Holzminden,maennlich,K03255,2375
1992,Holzminden,weiblich,K03255,1941
1993,Holzminden,,K03255,4493
1993,Holzminden,maennlich,K03255,2452
1993,Holzminden,weiblich,K03255,2041
1994,Holzminden,,K03255,4386
1994,Holzminden,maennlich,K03255,2363
1994,Holzminden,weiblich,K03255,2023
1995,Holzminden,,K03255,4365
1995,Holzminden,maennlich,K03255,2339
1995,Holzminden,weiblich,K03255,2026
1996,Holzminden,,K03255,4472
1996,Holzminden,maennlich,K03255,2366
1996,Holzminden,weiblich,K03255,2106
1997,Holzminden,,K03255,4427
1997,Holzminden,maennlich,K03255,2352
1997,Holzminden,weiblich,K03255,2075
1998,Holzminden,,K03255,4316
1998,Holzminden,maennlich,K03255,2290
1998,Holzminden,weiblich,K03255,2026
1999,Holzminden,,K03255,4071
1999,Holzminden,maennlich,K03255,2123
1999,Holzminden,weiblich,K03255,1948
2000,Holzminden,,K03255,3852
2000,Holzminden,maennlich,K03255,1995
2000,Holzminden,weiblich,K03255,1857
2001,Holzminden,,K03255,3706
2001,Holzminden,maennlich,K03255,1920
2001,Holzminden,weiblich,K03255,1786
2002,Holzminden,,K03255,3706
2002,Holzminden,maennlich,K03255,1924
2002,Holzminden,weiblich,K03255,1782
2003,Holzminden,,K03255,3618
2003,Holzminden,maennlich,K03255,1871
2003,Holzminden,weiblich,K03255,1747
2004,Holzminden,,K03255,3499
2004,Holzminden,maennlich,K03255,1799
2004,Holzminden,weiblich,K03255,1700
2005,Holzminden,,K03255,3433
2005,Holzminden,maennlich,K03255,1758
2005,Holzminden,weiblich,K03255,1675
2006,Holzminden,,K03255,3274
2006,Holzminden,maennlich,K03255,1678
2006,Holzminden,weiblich,K03255,1596
2007,Holzminden,,K03255,3213
2007,Holzminden,maennlich,K03255,1638
2007,Holzminden,weiblich,K03255,1575
2008,Holzminden,,K03255,3109
2008,Holzminden,maennlich,K03255,1574
2008,Holzminden,weiblich,K03255,1535
2009,Holzminden,,K03255,3033
2009,Holzminden,maennlich,K03255,1539
2009,Holzminden,weiblich,K03255,1494
2010,Holzminden,,K03255,3063
2010,Holzminden,maennlich,K03255,1542
2010,Holzminden,weiblich,K03255,1521
2011,Holzminden,,K03255,3100
2011,Holzminden,maennlich,K03255,1548
2011,Holzminden,weiblich,K03255,1552
2012,Holzminden,,K03255,3072
2012,Holzminden,maennlich,K03255,1536
2012,Holzminden,weiblich,K03255,1536
2013,Holzminden,,K03255,3094
2013,Holzminden,maennlich,K03255,1547
2013,Holzminden,weiblich,K03255,1547
2014,Holzminden,,K03255,3131
2014,Holzminden,maennlich,K03255,1565
2014,Holzminden,weiblich,K03255,1566
2015,Holzminden,,K03255,3855
2015,Holzminden,maennlich,K03255,2076
2015,Holzminden,weiblich,K03255,1779
2016,Holzminden,,K03255,4300
2016,Holzminden,maennlich,K03255,2340
2016,Holzminden,weiblich,K03255,1965
2017,Holzminden,,K03255,4350
2017,Holzminden,maennlich,K03255,2360
2017,Holzminden,weiblich,K03255,1990
2018,Holzminden,,K03255,4330
2018,Holzminden,maennlich,K03255,2340
2018,Holzminden,weiblich,K03255,1995
1978,Nienburg (Weser),,K03256,2329
1978,Nienburg (Weser),maennlich,K03256,1382
1978,Nienburg (Weser),weiblich,K03256,947
1979,Nienburg (Weser),,K03256,2517
1979,Nienburg (Weser),maennlich,K03256,1502
1979,Nienburg (Weser),weiblich,K03256,1015
1980,Nienburg (Weser),,K03256,2727
1980,Nienburg (Weser),maennlich,K03256,1663
1980,Nienburg (Weser),weiblich,K03256,1064
1981,Nienburg (Weser),,K03256,2849
1981,Nienburg (Weser),maennlich,K03256,1732
1981,Nienburg (Weser),weiblich,K03256,1117
1982,Nienburg (Weser),,K03256,2839
1982,Nienburg (Weser),maennlich,K03256,1705
1982,Nienburg (Weser),weiblich,K03256,1134
1983,Nienburg (Weser),,K03256,2704
1983,Nienburg (Weser),maennlich,K03256,1589
1983,Nienburg (Weser),weiblich,K03256,1115
1984,Nienburg (Weser),,K03256,2586
1984,Nienburg (Weser),maennlich,K03256,1515
1984,Nienburg (Weser),weiblich,K03256,1071
1985,Nienburg (Weser),,K03256,2670
1985,Nienburg (Weser),maennlich,K03256,1564
1985,Nienburg (Weser),weiblich,K03256,1106
1986,Nienburg (Weser),,K03256,2866
1986,Nienburg (Weser),maennlich,K03256,1684
1986,Nienburg (Weser),weiblich,K03256,1182
1987,Nienburg (Weser),,K03256,2884
1987,Nienburg (Weser),maennlich,K03256,1676
1987,Nienburg (Weser),weiblich,K03256,1208
1990,Nienburg (Weser),,K03256,4034
1990,Nienburg (Weser),maennlich,K03256,2278
1990,Nienburg (Weser),weiblich,K03256,1756
1991,Nienburg (Weser),,K03256,4350
1991,Nienburg (Weser),maennlich,K03256,2466
1991,Nienburg (Weser),weiblich,K03256,1884
1992,Nienburg (Weser),,K03256,5011
1992,Nienburg (Weser),maennlich,K03256,2880
1992,Nienburg (Weser),weiblich,K03256,2131
1993,Nienburg (Weser),,K03256,5445
1993,Nienburg (Weser),maennlich,K03256,3060
1993,Nienburg (Weser),weiblich,K03256,2385
1994,Nienburg (Weser),,K03256,5654
1994,Nienburg (Weser),maennlich,K03256,3123
1994,Nienburg (Weser),weiblich,K03256,2531
1995,Nienburg (Weser),,K03256,6090
1995,Nienburg (Weser),maennlich,K03256,3332
1995,Nienburg (Weser),weiblich,K03256,2758
1996,Nienburg (Weser),,K03256,5924
1996,Nienburg (Weser),maennlich,K03256,3225
1996,Nienburg (Weser),weiblich,K03256,2699
1997,Nienburg (Weser),,K03256,5942
1997,Nienburg (Weser),maennlich,K03256,3220
1997,Nienburg (Weser),weiblich,K03256,2722
1998,Nienburg (Weser),,K03256,5680
1998,Nienburg (Weser),maennlich,K03256,3052
1998,Nienburg (Weser),weiblich,K03256,2628
1999,Nienburg (Weser),,K03256,5773
1999,Nienburg (Weser),maennlich,K03256,3096
1999,Nienburg (Weser),weiblich,K03256,2677
2000,Nienburg (Weser),,K03256,5765
2000,Nienburg (Weser),maennlich,K03256,3119
2000,Nienburg (Weser),weiblich,K03256,2646
2001,Nienburg (Weser),,K03256,5735
2001,Nienburg (Weser),maennlich,K03256,3065
2001,Nienburg (Weser),weiblich,K03256,2670
2002,Nienburg (Weser),,K03256,5673
2002,Nienburg (Weser),maennlich,K03256,2989
2002,Nienburg (Weser),weiblich,K03256,2684
2003,Nienburg (Weser),,K03256,5643
2003,Nienburg (Weser),maennlich,K03256,2951
2003,Nienburg (Weser),weiblich,K03256,2692
2004,Nienburg (Weser),,K03256,5627
2004,Nienburg (Weser),maennlich,K03256,2939
2004,Nienburg (Weser),weiblich,K03256,2688
2005,Nienburg (Weser),,K03256,5488
2005,Nienburg (Weser),maennlich,K03256,2873
2005,Nienburg (Weser),weiblich,K03256,2615
2006,Nienburg (Weser),,K03256,5402
2006,Nienburg (Weser),maennlich,K03256,2822
2006,Nienburg (Weser),weiblich,K03256,2580
2007,Nienburg (Weser),,K03256,5316
2007,Nienburg (Weser),maennlich,K03256,2779
2007,Nienburg (Weser),weiblich,K03256,2537
2008,Nienburg (Weser),,K03256,5301
2008,Nienburg (Weser),maennlich,K03256,2734
2008,Nienburg (Weser),weiblich,K03256,2567
2009,Nienburg (Weser),,K03256,5184
2009,Nienburg (Weser),maennlich,K03256,2671
2009,Nienburg (Weser),weiblich,K03256,2513
2010,Nienburg (Weser),,K03256,5160
2010,Nienburg (Weser),maennlich,K03256,2655
2010,Nienburg (Weser),weiblich,K03256,2505
2011,Nienburg (Weser),,K03256,5252
2011,Nienburg (Weser),maennlich,K03256,2753
2011,Nienburg (Weser),weiblich,K03256,2499
2012,Nienburg (Weser),,K03256,5374
2012,Nienburg (Weser),maennlich,K03256,2807
2012,Nienburg (Weser),weiblich,K03256,2567
2013,Nienburg (Weser),,K03256,5829
2013,Nienburg (Weser),maennlich,K03256,3049
2013,Nienburg (Weser),weiblich,K03256,2780
2014,Nienburg (Weser),,K03256,6299
2014,Nienburg (Weser),maennlich,K03256,3323
2014,Nienburg (Weser),weiblich,K03256,2976
2015,Nienburg (Weser),,K03256,7452
2015,Nienburg (Weser),maennlich,K03256,4032
2015,Nienburg (Weser),weiblich,K03256,3420
2016,Nienburg (Weser),,K03256,9380
2016,Nienburg (Weser),maennlich,K03256,5165
2016,Nienburg (Weser),weiblich,K03256,4215
2017,Nienburg (Weser),,K03256,10010
2017,Nienburg (Weser),maennlich,K03256,5575
2017,Nienburg (Weser),weiblich,K03256,4435
2018,Nienburg (Weser),,K03256,10430
2018,Nienburg (Weser),maennlich,K03256,5825
2018,Nienburg (Weser),weiblich,K03256,4605
1978,Schaumburg,,K03257,5178
1978,Schaumburg,maennlich,K03257,3056
1978,Schaumburg,weiblich,K03257,2122
1979,Schaumburg,,K03257,5343
1979,Schaumburg,maennlich,K03257,3165
1979,Schaumburg,weiblich,K03257,2178
1980,Schaumburg,,K03257,5930
1980,Schaumburg,maennlich,K03257,3570
1980,Schaumburg,weiblich,K03257,2360
1981,Schaumburg,,K03257,6193
1981,Schaumburg,maennlich,K03257,3666
1981,Schaumburg,weiblich,K03257,2527
1982,Schaumburg,,K03257,6147
1982,Schaumburg,maennlich,K03257,3591
1982,Schaumburg,weiblich,K03257,2556
1983,Schaumburg,,K03257,5838
1983,Schaumburg,maennlich,K03257,3374
1983,Schaumburg,weiblich,K03257,2464
1984,Schaumburg,,K03257,5726
1984,Schaumburg,maennlich,K03257,3281
1984,Schaumburg,weiblich,K03257,2445
1985,Schaumburg,,K03257,5772
1985,Schaumburg,maennlich,K03257,3296
1985,Schaumburg,weiblich,K03257,2476
1986,Schaumburg,,K03257,6053
1986,Schaumburg,maennlich,K03257,3486
1986,Schaumburg,weiblich,K03257,2567
1987,Schaumburg,,K03257,6319
1987,Schaumburg,maennlich,K03257,3643
1987,Schaumburg,weiblich,K03257,2676
1990,Schaumburg,,K03257,7443
1990,Schaumburg,maennlich,K03257,4177
1990,Schaumburg,weiblich,K03257,3266
1991,Schaumburg,,K03257,7986
1991,Schaumburg,maennlich,K03257,4430
1991,Schaumburg,weiblich,K03257,3556
1992,Schaumburg,,K03257,9180
1992,Schaumburg,maennlich,K03257,5154
1992,Schaumburg,weiblich,K03257,4026
1993,Schaumburg,,K03257,9961
1993,Schaumburg,maennlich,K03257,5560
1993,Schaumburg,weiblich,K03257,4401
1994,Schaumburg,,K03257,10886
1994,Schaumburg,maennlich,K03257,6077
1994,Schaumburg,weiblich,K03257,4809
1995,Schaumburg,,K03257,11080
1995,Schaumburg,maennlich,K03257,6117
1995,Schaumburg,weiblich,K03257,4963
1996,Schaumburg,,K03257,11213
1996,Schaumburg,maennlich,K03257,6165
1996,Schaumburg,weiblich,K03257,5048
1997,Schaumburg,,K03257,11105
1997,Schaumburg,maennlich,K03257,6073
1997,Schaumburg,weiblich,K03257,5032
1998,Schaumburg,,K03257,10897
1998,Schaumburg,maennlich,K03257,5902
1998,Schaumburg,weiblich,K03257,4995
1999,Schaumburg,,K03257,10944
1999,Schaumburg,maennlich,K03257,5872
1999,Schaumburg,weiblich,K03257,5072
2000,Schaumburg,,K03257,10558
2000,Schaumburg,maennlich,K03257,5579
2000,Schaumburg,weiblich,K03257,4979
2001,Schaumburg,,K03257,10568
2001,Schaumburg,maennlich,K03257,5561
2001,Schaumburg,weiblich,K03257,5007
2002,Schaumburg,,K03257,10606
2002,Schaumburg,maennlich,K03257,5545
2002,Schaumburg,weiblich,K03257,5061
2003,Schaumburg,,K03257,10269
2003,Schaumburg,maennlich,K03257,5334
2003,Schaumburg,weiblich,K03257,4935
2004,Schaumburg,,K03257,10065
2004,Schaumburg,maennlich,K03257,5198
2004,Schaumburg,weiblich,K03257,4867
2005,Schaumburg,,K03257,9608
2005,Schaumburg,maennlich,K03257,4964
2005,Schaumburg,weiblich,K03257,4644
2006,Schaumburg,,K03257,9138
2006,Schaumburg,maennlich,K03257,4706
2006,Schaumburg,weiblich,K03257,4432
2007,Schaumburg,,K03257,8895
2007,Schaumburg,maennlich,K03257,4549
2007,Schaumburg,weiblich,K03257,4346
2008,Schaumburg,,K03257,8498
2008,Schaumburg,maennlich,K03257,4308
2008,Schaumburg,weiblich,K03257,4190
2009,Schaumburg,,K03257,8456
2009,Schaumburg,maennlich,K03257,4307
2009,Schaumburg,weiblich,K03257,4149
2010,Schaumburg,,K03257,8342
2010,Schaumburg,maennlich,K03257,4234
2010,Schaumburg,weiblich,K03257,4108
2011,Schaumburg,,K03257,8341
2011,Schaumburg,maennlich,K03257,4239
2011,Schaumburg,weiblich,K03257,4102
2012,Schaumburg,,K03257,8491
2012,Schaumburg,maennlich,K03257,4323
2012,Schaumburg,weiblich,K03257,4168
2013,Schaumburg,,K03257,8854
2013,Schaumburg,maennlich,K03257,4555
2013,Schaumburg,weiblich,K03257,4299
2014,Schaumburg,,K03257,9526
2014,Schaumburg,maennlich,K03257,4979
2014,Schaumburg,weiblich,K03257,4547
2015,Schaumburg,,K03257,10716
2015,Schaumburg,maennlich,K03257,5672
2015,Schaumburg,weiblich,K03257,5044
2016,Schaumburg,,K03257,12600
2016,Schaumburg,maennlich,K03257,6815
2016,Schaumburg,weiblich,K03257,5790
2017,Schaumburg,,K03257,13545
2017,Schaumburg,maennlich,K03257,7375
2017,Schaumburg,weiblich,K03257,6170
2018,Schaumburg,,K03257,13985
2018,Schaumburg,maennlich,K03257,7545
2018,Schaumburg,weiblich,K03257,6440
1978,Statistische Region Lüneburg,,3,28533
1978,Statistische Region Lüneburg,maennlich,3,16465
1978,Statistische Region Lüneburg,weiblich,3,12068
1979,Statistische Region Lüneburg,,3,30302
1979,Statistische Region Lüneburg,maennlich,3,17429
1979,Statistische Region Lüneburg,weiblich,3,12873
1980,Statistische Region Lüneburg,,3,32579
1980,Statistische Region Lüneburg,maennlich,3,18757
1980,Statistische Region Lüneburg,weiblich,3,13822
1981,Statistische Region Lüneburg,,3,34815
1981,Statistische Region Lüneburg,maennlich,3,20117
1981,Statistische Region Lüneburg,weiblich,3,14698
1982,Statistische Region Lüneburg,,3,35817
1982,Statistische Region Lüneburg,maennlich,3,20577
1982,Statistische Region Lüneburg,weiblich,3,15240
1983,Statistische Region Lüneburg,,3,34838
1983,Statistische Region Lüneburg,maennlich,3,19626
1983,Statistische Region Lüneburg,weiblich,3,15212
1984,Statistische Region Lüneburg,,3,33484
1984,Statistische Region Lüneburg,maennlich,3,18706
1984,Statistische Region Lüneburg,weiblich,3,14778
1985,Statistische Region Lüneburg,,3,34127
1985,Statistische Region Lüneburg,maennlich,3,19148
1985,Statistische Region Lüneburg,weiblich,3,14979
1986,Statistische Region Lüneburg,,3,35750
1986,Statistische Region Lüneburg,maennlich,3,20110
1986,Statistische Region Lüneburg,weiblich,3,15640
1987,Statistische Region Lüneburg,,3,36674
1987,Statistische Region Lüneburg,maennlich,3,20472
1987,Statistische Region Lüneburg,weiblich,3,16202
1990,Statistische Region Lüneburg,,3,46156
1990,Statistische Region Lüneburg,maennlich,3,25775
1990,Statistische Region Lüneburg,weiblich,3,20381
1991,Statistische Region Lüneburg,,3,51468
1991,Statistische Region Lüneburg,maennlich,3,29001
1991,Statistische Region Lüneburg,weiblich,3,22467
1992,Statistische Region Lüneburg,,3,60990
1992,Statistische Region Lüneburg,maennlich,3,34731
1992,Statistische Region Lüneburg,weiblich,3,26259
1993,Statistische Region Lüneburg,,3,64813
1993,Statistische Region Lüneburg,maennlich,3,36496
1993,Statistische Region Lüneburg,weiblich,3,28317
1994,Statistische Region Lüneburg,,3,68032
1994,Statistische Region Lüneburg,maennlich,3,37826
1994,Statistische Region Lüneburg,weiblich,3,30206
1995,Statistische Region Lüneburg,,3,72464
1995,Statistische Region Lüneburg,maennlich,3,40207
1995,Statistische Region Lüneburg,weiblich,3,32257
1996,Statistische Region Lüneburg,,3,73243
1996,Statistische Region Lüneburg,maennlich,3,40156
1996,Statistische Region Lüneburg,weiblich,3,33087
1997,Statistische Region Lüneburg,,3,73034
1997,Statistische Region Lüneburg,maennlich,3,39542
1997,Statistische Region Lüneburg,weiblich,3,33492
1998,Statistische Region Lüneburg,,3,72081
1998,Statistische Region Lüneburg,maennlich,3,38710
1998,Statistische Region Lüneburg,weiblich,3,33371
1999,Statistische Region Lüneburg,,3,73272
1999,Statistische Region Lüneburg,maennlich,3,38967
1999,Statistische Region Lüneburg,weiblich,3,34305
2000,Statistische Region Lüneburg,,3,72939
2000,Statistische Region Lüneburg,maennlich,3,38409
2000,Statistische Region Lüneburg,weiblich,3,34530
2001,Statistische Region Lüneburg,,3,73377
2001,Statistische Region Lüneburg,maennlich,3,38522
2001,Statistische Region Lüneburg,weiblich,3,34855
2002,Statistische Region Lüneburg,,3,73304
2002,Statistische Region Lüneburg,maennlich,3,38019
2002,Statistische Region Lüneburg,weiblich,3,35285
2003,Statistische Region Lüneburg,,3,72632
2003,Statistische Region Lüneburg,maennlich,3,37416
2003,Statistische Region Lüneburg,weiblich,3,35216
2004,Statistische Region Lüneburg,,3,70993
2004,Statistische Region Lüneburg,maennlich,3,36207
2004,Statistische Region Lüneburg,weiblich,3,34786
2005,Statistische Region Lüneburg,,3,69762
2005,Statistische Region Lüneburg,maennlich,3,35247
2005,Statistische Region Lüneburg,weiblich,3,34515
2006,Statistische Region Lüneburg,,3,68586
2006,Statistische Region Lüneburg,maennlich,3,34611
2006,Statistische Region Lüneburg,weiblich,3,33975
2007,Statistische Region Lüneburg,,3,67702
2007,Statistische Region Lüneburg,maennlich,3,34022
2007,Statistische Region Lüneburg,weiblich,3,33680
2008,Statistische Region Lüneburg,,3,67279
2008,Statistische Region Lüneburg,maennlich,3,33855
2008,Statistische Region Lüneburg,weiblich,3,33424
2009,Statistische Region Lüneburg,,3,67529
2009,Statistische Region Lüneburg,maennlich,3,34066
2009,Statistische Region Lüneburg,weiblich,3,33463
2010,Statistische Region Lüneburg,,3,67951
2010,Statistische Region Lüneburg,maennlich,3,34279
2010,Statistische Region Lüneburg,weiblich,3,33672
2011,Statistische Region Lüneburg,,3,69224
2011,Statistische Region Lüneburg,maennlich,3,35013
2011,Statistische Region Lüneburg,weiblich,3,34211
2012,Statistische Region Lüneburg,,3,71972
2012,Statistische Region Lüneburg,maennlich,3,36875
2012,Statistische Region Lüneburg,weiblich,3,35097
2013,Statistische Region Lüneburg,,3,77840
2013,Statistische Region Lüneburg,maennlich,3,40668
2013,Statistische Region Lüneburg,weiblich,3,37172
2014,Statistische Region Lüneburg,,3,85566
2014,Statistische Region Lüneburg,maennlich,3,45409
2014,Statistische Region Lüneburg,weiblich,3,40157
2015,Statistische Region Lüneburg,,3,101355
2015,Statistische Region Lüneburg,maennlich,3,55686
2015,Statistische Region Lüneburg,weiblich,3,45669
2016,Statistische Region Lüneburg,,3,116020
2016,Statistische Region Lüneburg,maennlich,3,65190
2016,Statistische Region Lüneburg,weiblich,3,50830
2017,Statistische Region Lüneburg,,3,120060
2017,Statistische Region Lüneburg,maennlich,3,66760
2017,Statistische Region Lüneburg,weiblich,3,53300
2018,Statistische Region Lüneburg,,3,126195
2018,Statistische Region Lüneburg,maennlich,3,69920
2018,Statistische Region Lüneburg,weiblich,3,56275
1978,Celle,,K03351,5260
1978,Celle,maennlich,K03351,3231
1978,Celle,weiblich,K03351,2029
1979,Celle,,K03351,5751
1979,Celle,maennlich,K03351,3465
1979,Celle,weiblich,K03351,2286
1980,Celle,,K03351,6112
1980,Celle,maennlich,K03351,3660
1980,Celle,weiblich,K03351,2452
1981,Celle,,K03351,6348
1981,Celle,maennlich,K03351,3770
1981,Celle,weiblich,K03351,2578
1982,Celle,,K03351,6505
1982,Celle,maennlich,K03351,3807
1982,Celle,weiblich,K03351,2698
1983,Celle,,K03351,6394
1983,Celle,maennlich,K03351,3670
1983,Celle,weiblich,K03351,2724
1984,Celle,,K03351,6170
1984,Celle,maennlich,K03351,3506
1984,Celle,weiblich,K03351,2664
1985,Celle,,K03351,6244
1985,Celle,maennlich,K03351,3537
1985,Celle,weiblich,K03351,2707
1986,Celle,,K03351,6120
1986,Celle,maennlich,K03351,3433
1986,Celle,weiblich,K03351,2687
1987,Celle,,K03351,6146
1987,Celle,maennlich,K03351,3449
1987,Celle,weiblich,K03351,2697
1990,Celle,,K03351,6953
1990,Celle,maennlich,K03351,3921
1990,Celle,weiblich,K03351,3032
1991,Celle,,K03351,7339
1991,Celle,maennlich,K03351,4121
1991,Celle,weiblich,K03351,3218
1992,Celle,,K03351,8474
1992,Celle,maennlich,K03351,4706
1992,Celle,weiblich,K03351,3768
1993,Celle,,K03351,9123
1993,Celle,maennlich,K03351,5012
1993,Celle,weiblich,K03351,4111
1994,Celle,,K03351,9543
1994,Celle,maennlich,K03351,5192
1994,Celle,weiblich,K03351,4351
1995,Celle,,K03351,9800
1995,Celle,maennlich,K03351,5297
1995,Celle,weiblich,K03351,4503
1996,Celle,,K03351,9867
1996,Celle,maennlich,K03351,5309
1996,Celle,weiblich,K03351,4558
1997,Celle,,K03351,9827
1997,Celle,maennlich,K03351,5279
1997,Celle,weiblich,K03351,4548
1998,Celle,,K03351,9749
1998,Celle,maennlich,K03351,5298
